PUBLISHDATE,VERSION,ZONE,PNODEID,PNODENAME,PNODETYPE,PRICINGTYPE,H1,H2,H2DST,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
08-23-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,4.696001,13.831084,,-12.596538,-16.502968,9.894045,14.488017,18.254462,18.87141,19.716551,21.667188,22.793692,23.553737,23.809485,24.425441,26.520256,43.649472,50.19214,52.853533,51.509354,27.76507,26.878478,23.656166,21.934003,18.965425
08-24-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,18.385974,18.319336,,14.728372,12.299305,13.437809,19.752536,21.069632,19.782788,21.21978,22.670225,23.787248,25.311396,27.730345,29.85285,28.040849,67.972292,90.231362,34.450023,38.55579,28.434562,32.978293,59.609728,26.249579,22.59341
08-25-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,21.588981,20.972625,,19.062136,15.78578,13.710752,20.357365,16.379413,22.449543,23.383752,27.037145,27.886345,48.183387,57.790911,78.733214,171.715219,202.469567,181.887652,135.159214,34.157636,58.782204,36.024155,29.351457,28.151945,24.4127
08-26-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,22.699115,21.982197,,20.915054,13.643737,11.07511,14.090447,19.243447,22.734048,24.357767,34.28316,34.212141,44.051145,43.716105,79.09254,60.318145,187.927891,50.535018,34.640488,29.109036,27.563527,30.058365,26.749688,25.872522,23.844967
07-08-2017,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,19.881765,18.747543,,17.925469,16.842772,16.640284,16.639217,16.967513,18.886062,20.791158,21.737736,24.716892,25.733247,25.953766,29.44667,28.941559,28.559988,45.762449,30.445929,45.244032,37.753943,23.93372,23.967483,21.851231,20.244031
07-09-2017,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,20.66255,19.50375,,18.229898,17.634343,15.241113,14.021646,12.821705,17.068684,17.080106,20.917291,21.063913,22.231973,23.302358,25.580788,26.678536,28.289899,29.699603,35.785782,29.965366,28.630803,25.258921,25.06101,22.157262,18.688758
07-10-2017,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,16.799292,15.205735,,14.540891,13.957972,14.551972,17.55661,16.941439,19.122981,19.710745,23.601398,25.671872,26.535604,28.3859,30.520587,29.179693,49.65722,48.771038,116.152638,56.325091,36.811575,37.394034,30.26904,26.040269,22.621024
07-11-2017,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,19.804432,20.122788,,19.104032,18.552165,18.627706,20.160462,20.999707,23.147515,25.679131,26.515635,27.699472,31.073342,34.086971,32.685265,46.792011,48.955741,41.060037,36.086233,37.619126,31.786806,30.331515,31.160536,26.073514,24.377308
07-12-2017,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,22.595218,20.578211,,18.673662,18.209025,18.796862,20.499322,22.113945,21.957279,22.968288,25.343786,28.262709,27.636408,28.228245,28.964364,31.307243,29.353533,31.544598,32.564776,32.052793,35.053637,37.7354,39.416809,28.539814,24.812938
07-13-2017,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,21.816507,22.001041,,20.962966,19.682596,19.64227,20.984507,22.052893,23.799915,25.674391,28.829579,30.32586,37.820276,31.140466,35.638068,46.202078,37.066254,38.978296,36.327122,37.898514,40.536247,35.237918,30.557486,26.219426,23.503471
07-14-2017,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,22.075441,20.217596,,20.9259,19.445559,20.190211,21.449544,22.216907,23.89233,25.348878,26.986271,32.010524,33.746243,52.112159,39.312304,38.431475,61.670204,29.535843,29.317234,32.276064,26.737411,26.112092,26.041559,23.88704,19.841217
12-04-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,30.211317,29.332815,,28.053035,21.998778,29.965088,27.039098,126.105728,89.545354,33.817734,35.380222,30.120364,27.608714,28.414538,26.244188,26.625956,21.498631,27.233754,111.59689,39.237513,54.261732,72.25998,63.544125,38.087937,23.842754
12-05-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,49.139282,43.584744,,26.658115,21.340468,21.870272,17.874617,24.724924,25.52491,33.418577,67.230736,25.799341,25.023236,26.793005,22.075509,18.754834,9.33968,13.464321,24.756792,58.631428,55.676191,43.311848,43.511032,31.570802,27.783768
12-06-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,25.822485,25.47248,,25.53445,24.184731,24.775412,24.396494,23.253545,53.614619,28.046258,24.741872,24.835664,24.093204,23.061396,22.538478,21.801352,21.271929,24.962998,31.634436,32.488835,32.785754,36.410428,37.211166,26.64628,22.430123
12-07-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,21.396243,19.753961,,20.26217,20.725444,22.468215,23.467487,28.739404,35.376775,37.485075,41.83838,38.649326,38.518167,38.336489,37.233135,31.928167,33.702953,27.364301,36.180708,26.866776,27.486525,26.778765,40.870218,22.971971,20.144213
12-08-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,19.558337,16.082609,,16.854469,17.468172,18.033845,18.646824,17.12203,20.419796,21.290258,23.217657,24.472177,22.635402,21.572821,21.284998,23.625162,21.891177,21.238732,26.581135,21.647206,19.321002,30.793353,23.392082,21.913946,18.44793
12-09-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,19.022247,17.636291,,10.024096,17.686079,20.92521,21.347132,41.624039,42.265123,26.884361,25.521368,26.706213,23.66829,22.376569,22.370156,22.361208,30.52328,35.427909,37.931415,31.804371,23.330631,24.345785,23.333369,17.650567,15.547752
12-10-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,13.711459,13.593227,,8.558841,3.306198,7.522033,9.323432,24.837128,22.41362,22.633028,21.644464,19.089293,19.687975,21.211547,20.526842,19.631341,19.041262,23.462469,24.608676,24.206079,25.831516,25.011502,20.665841,20.059492,13.115841
10-22-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,23.313669,22.464734,,22.842888,21.954515,22.008115,23.686144,22.654029,24.935774,27.450544,29.219825,25.838047,26.541943,24.889216,23.340209,23.752254,22.959069,26.34941,23.548036,32.931938,27.079692,26.397537,24.305577,25.471603,28.283386
10-23-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,20.825339,22.090243,,21.695332,19.84955,21.476988,23.13018,24.064064,23.804755,23.198796,23.221701,23.200061,23.36406,22.783922,21.170119,21.539963,24.367023,24.756996,22.973674,34.061511,39.406509,27.052951,22.964299,21.303634,18.282303
10-24-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,20.718101,21.192872,,20.672447,20.002982,21.087739,55.800725,25.476883,78.919534,24.967884,26.824804,75.318185,27.858329,29.227588,30.355262,31.60701,26.693869,26.524506,35.919697,28.952637,31.308898,36.185733,29.910228,24.419444,21.387874
10-25-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,20.252504,22.052856,,21.32229,21.102921,21.339108,23.052665,26.670458,29.859011,26.839284,28.649318,37.827396,32.959625,28.111777,29.577052,28.573283,26.883045,27.767483,29.084429,42.018079,34.832358,36.273489,32.481423,24.560004,24.072415
10-26-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,23.002842,23.921397,,22.247714,22.034396,21.307863,19.682713,23.283711,25.621946,27.610743,28.323841,25.53073,28.921959,28.1195,27.030936,25.673366,27.035202,27.442965,25.026974,28.894571,34.504843,27.155424,29.132313,21.93772,20.949735
10-27-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,21.160284,21.443261,,20.75541,20.634254,21.185365,22.414121,26.569781,33.118196,31.891795,34.297691,27.58061,49.856345,33.534714,39.990093,31.592941,28.734569,34.638625,37.556569,28.02449,41.104262,38.131264,30.082557,30.448163,25.477914
10-28-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,26.944009,23.212701,,22.49106,23.532905,21.63231,20.132661,38.509701,25.162724,26.355366,26.837067,37.565545,28.915455,24.867025,26.306225,25.90981,24.847395,25.866136,25.681661,25.326711,25.876717,25.464135,25.072535,22.252816,21.698624
03-26-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,20.909781,20.19732,,18.562165,17.695943,19.460551,21.434388,23.522557,26.51077,28.529007,28.194678,23.736493,23.030611,21.214728,20.800536,18.83255,17.817765,18.362284,18.282388,19.000195,23.447381,24.923633,20.576003,19.700121,17.954372
03-27-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,14.880283,11.356402,,12.179854,11.735157,13.502535,15.919425,14.003869,19.115277,21.846032,22.092358,23.251232,22.410002,21.948861,19.070742,17.878994,17.10575,13.79615,15.733735,18.127765,20.699513,21.215839,21.081528,19.094491,16.856402
03-28-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,14.072772,15.462624,,13.210387,14.749053,15.655157,18.702683,21.611588,31.181915,55.669057,27.712658,32.530612,30.349279,31.427829,24.489931,53.583473,37.250834,22.025173,23.598077,20.748551,24.254791,25.512969,26.862374,23.227455,20.78301
03-29-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,18.51298,19.122995,,18.688595,18.163395,19.49901,20.700714,30.672435,24.84488,44.142406,79.479492,31.362406,26.684242,24.729723,26.717293,24.078952,22.955515,22.234804,23.458202,18.315932,23.977058,50.989252,24.65205,20.408883,20.47592
03-30-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,19.606981,16.689944,,16.415855,12.170745,12.255234,8.812434,3.64737,23.876152,22.72107,25.723544,31.119515,24.782329,24.253945,22.686524,21.811427,19.509693,19.080819,20.80162,21.525857,22.588539,33.596066,23.15279,17.717041,12.780046
03-31-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,12.971542,12.763779,,13.742609,13.390728,14.725114,18.846122,22.785665,23.580021,27.727757,28.816068,26.941874,31.942373,32.773585,29.924584,25.868054,26.985804,22.822079,21.62962,19.166583,24.180065,23.211383,22.289072,18.687721,18.651232
04-01-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,18.436921,18.329572,,16.502002,17.813187,19.418254,22.675499,28.113782,23.990418,32.819131,28.875778,28.919065,37.209977,29.074434,26.026561,26.911866,25.818801,16.950905,18.802764,14.041711,31.32216,29.14709,23.795912,21.136377,19.295276
11-06-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,19.800357,19.001764,,16.325182,15.651052,17.462885,24.003076,25.735764,24.875174,25.545552,26.943187,25.012753,28.033948,28.608087,29.138254,29.77515,26.753399,27.160724,43.210848,28.002032,26.013408,27.198305,26.639237,27.133149,26.342907
11-07-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,24.262442,24.660696,,20.670358,19.377174,20.501688,22.420098,24.462085,26.290018,29.390693,28.107309,27.606469,26.239391,24.412502,22.841077,20.210352,21.107044,25.079843,32.732212,26.390451,27.025073,27.162431,29.297097,27.257092,24.197912
11-08-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,22.438969,18.796579,,23.095765,19.210982,22.77343,22.908146,29.87027,23.986161,22.508546,22.991176,21.496631,22.451471,23.841983,22.89067,22.153579,22.669245,22.880994,123.945982,28.704224,29.860052,33.498495,28.194861,23.605996,23.80538
11-09-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,25.978997,24.172246,,24.970246,25.684823,24.677034,27.296533,41.088187,28.409043,30.908512,26.746523,28.125146,40.340836,46.67277,31.679885,28.405121,28.019404,31.392221,42.570045,38.35297,35.518253,33.329748,31.783077,28.705278,27.128469
11-10-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,24.944919,23.79186,,23.737861,21.44309,23.693233,25.250927,47.844199,36.435925,43.174052,53.896856,29.259156,28.974371,28.251898,40.197477,29.292393,26.931504,24.687696,32.739791,31.059825,28.421797,27.050909,18.94408,23.543252,21.465203
11-11-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,22.760344,19.793351,,22.426374,22.126255,23.987367,20.020602,23.642333,24.627948,25.978406,25.850952,24.992404,24.453717,24.192181,23.98405,25.111372,23.801846,22.839293,23.828891,25.596346,26.46525,29.11562,25.46718,20.95987,16.849366
11-12-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,16.572921,18.144669,,17.216077,16.56573,18.309317,22.228064,25.365195,22.940257,24.361196,25.526729,24.707918,26.777724,24.309188,24.683065,25.472258,25.337981,27.127194,32.490343,24.498288,25.180837,25.680089,23.170966,20.915754,11.32971
11-18-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,7.143233,4.131724,,-2.286639,-3.629084,-4.536168,-1.362764,32.345596,20.494581,23.516362,21.681015,23.117741,22.41823,22.098184,21.516333,22.363873,22.579725,21.337413,22.488511,23.335961,21.919531,21.756287,21.882182,18.622951,15.639454
11-19-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,19.632121,16.473854,,15.856135,15.765409,16.228061,18.991262,19.3679,20.933027,20.276362,22.537605,20.423249,20.520716,20.631709,20.797666,19.961116,19.682938,20.504139,24.535117,25.513709,24.162656,22.97581,23.841425,21.285958,18.839973
11-20-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,18.259573,19.236077,,18.630877,19.928359,19.741766,20.277455,20.48233,22.412912,24.54014,23.9619,23.040092,23.0363,22.266374,22.376952,22.204321,22.976677,25.168012,29.611904,26.504907,33.981248,43.395605,24.68313,23.254167,22.524089
11-21-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,22.466566,21.574315,,21.266922,21.87833,20.893367,22.392478,27.171887,26.244434,30.132642,33.602909,27.900656,24.709352,24.45907,23.737278,22.867485,23.001411,24.323604,40.992897,30.853072,32.893596,33.461261,28.474107,24.750728,22.47544
11-22-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,22.447973,21.191456,,20.581852,19.863012,21.670687,25.306568,20.453447,32.604378,31.493117,32.965932,33.840273,27.840568,24.222582,23.694419,23.581071,23.807338,24.97799,36.652244,38.955863,29.180292,29.018068,26.561132,23.904286,22.211041
11-23-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,21.731203,21.894611,,20.006089,20.403989,14.490011,20.115559,24.056419,28.997563,26.637193,25.838793,26.473622,25.711382,24.231709,24.291974,23.820625,24.250863,25.051781,28.058685,27.366047,25.143276,23.385958,22.994906,21.049766,19.066862
11-24-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,19.592906,17.961424,,19.176254,17.861232,16.838536,17.664076,18.872151,21.840314,22.468003,22.811544,29.481411,28.445559,22.773899,21.01824,21.391351,20.066551,20.223484,20.806699,19.963114,20.467247,20.710255,21.442773,21.075721,18.894639
06-25-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,21.430022,20.392511,,20.045737,16.923691,17.175207,16.515768,15.112552,18.574227,21.761593,23.109163,25.643992,27.993223,91.934041,28.605177,39.224986,75.351667,50.736834,97.952819,39.520228,32.304673,28.602731,27.213117,25.205428,23.243192
06-26-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,22.023354,21.656688,,19.736184,18.562864,16.825382,14.025129,12.278579,18.303305,20.277958,22.520241,24.584657,27.232169,47.248688,27.543576,27.542451,46.195163,75.42371,44.946125,43.069858,40.109946,36.524938,30.769828,25.8354,23.01737
06-27-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,20.947266,19.649889,,17.249768,15.971856,15.096657,17.388464,20.009223,21.800868,24.781178,50.568987,39.015089,30.596426,32.790741,47.123548,36.432693,43.036165,39.762209,32.391251,31.299843,30.248155,31.88162,31.927383,24.808893,22.623177
06-28-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,21.11802,21.342066,,21.108125,19.86808,20.541146,20.744496,21.294985,22.005489,22.963119,24.683385,25.696316,28.423888,32.438555,30.223844,37.382036,38.465235,31.003945,29.106035,27.467502,25.896538,24.473503,24.047667,22.233814,21.490066
06-29-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,19.976909,18.164034,,17.78513,15.955662,16.74947,18.693146,20.399384,22.51694,23.454822,24.00125,25.675949,67.187817,32.359443,29.564718,27.020882,36.579608,34.113236,33.05593,32.782982,28.784373,25.196878,25.088879,24.239028,21.242184
06-30-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,19.968715,18.561765,,17.204536,16.267054,16.47772,17.678239,19.00935,20.423114,22.020092,23.204596,23.629056,24.241602,24.52729,25.537383,26.471796,29.742341,41.076282,29.618333,27.147626,27.876808,25.641452,25.315978,23.767206,22.046922
07-01-2016,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,19.396247,18.318958,,17.748815,14.884112,14.418565,16.560203,6.873152,19.600667,21.79938,22.390756,23.019064,23.782824,24.309004,25.802932,25.709236,26.047874,27.520555,24.902984,23.705164,23.318481,22.539473,21.888593,21.603581,18.037958
10-24-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,19.11502,21.365473,,15.532982,12.100365,8.804023,0.675861,-15.296939,14.364054,21.445935,22.854421,23.858959,23.38947,25.017119,25.157739,23.17302,22.25608,16.726502,21.930273,20.747565,21.265622,25.127279,23.683991,22.502596,22.568922
10-25-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,12.245676,16.767157,,17.86615,14.852342,17.861883,17.422031,21.061261,22.782434,23.070893,22.78685,24.099486,22.588168,24.583916,25.034523,23.868167,23.304819,22.571352,22.924197,42.06934,26.994765,66.839595,15.259526,21.105708,19.840745
10-26-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,1.773261,-0.966103,,16.125812,15.439042,11.342013,5.590367,12.238163,25.818701,15.082313,25.946503,32.474715,25.930434,25.201931,25.695368,24.023857,25.717708,25.793575,25.484316,123.360748,28.530172,25.9926,21.482674,22.975124,20.500348
10-27-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,7.26796,11.218393,,11.545397,-8.748072,-3.180087,5.033829,27.120511,26.641675,27.225764,43.744692,30.172776,25.045976,26.164797,25.205214,24.901434,25.919294,24.89495,25.663491,36.719274,35.109639,26.330218,24.747076,22.542133,20.192551
10-28-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,17.056062,20.321514,,18.448432,17.566595,20.901129,20.18811,22.734471,26.22528,32.853736,26.830934,27.650048,24.812117,26.837042,28.128802,25.761975,35.543727,30.54174,28.513219,25.091032,25.289744,25.876539,24.905724,22.028849,19.561354
10-29-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,10.155573,16.902297,,14.105602,9.999098,15.549958,20.731937,24.00615,26.147887,26.739175,27.283916,27.100652,27.516394,27.537998,26.398038,26.130239,25.604395,25.332971,25.410634,39.812974,29.2123,28.623188,25.261751,23.151135,22.79046
10-30-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,19.315836,20.076547,,20.555986,22.008581,21.432846,23.770623,26.448079,72.396388,28.32247,29.06662,34.354633,31.136038,28.474582,27.960145,28.393883,27.400364,27.182414,26.280476,26.270844,27.91023,28.822991,27.658771,31.016987,26.204465
02-06-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,23.886125,24.643992,,23.9214,23.23786,24.503147,25.870289,67.452756,55.449226,29.907354,30.119236,28.725176,29.233487,29.60916,28.580123,26.737426,26.868745,25.065028,24.963532,25.619666,27.64316,26.150672,25.631901,24.134051,22.855353
02-07-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,24.749441,23.314893,,23.552464,22.907117,25.269773,25.301726,25.69639,25.713902,26.554257,27.403389,30.230184,27.6131,21.008003,22.957544,24.05907,22.909099,23.392729,24.004685,25.273129,24.41544,23.724121,23.710106,22.102684,20.378625
02-08-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,19.335084,19.390121,,18.210743,18.210017,17.835691,18.935901,20.29269,20.615249,21.752212,22.917884,23.212714,23.012551,21.645336,21.647751,20.940196,23.403174,23.388122,26.237708,24.947263,24.702625,24.478773,23.377573,21.700136,19.924536
02-09-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,17.095972,15.110076,,19.37178,20.318165,21.576195,24.624151,31.720035,38.009828,28.630285,32.76116,35.931251,38.91291,48.249593,32.662494,27.647278,37.84245,42.341474,34.051251,50.916484,36.94162,80.47056,33.10368,26.859812,24.422865
02-10-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,25.716391,25.242234,,24.461847,24.431868,24.828137,27.965517,49.936068,54.701208,46.554196,46.311553,39.932567,43.239117,46.863739,36.218021,28.775426,26.798818,27.854279,33.00954,43.05108,40.047788,32.879908,31.821745,28.489594,26.281489
02-11-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,25.06725,24.931859,,24.731345,25.160915,24.313911,27.90768,72.908559,39.307303,34.359477,31.174033,27.889991,25.136809,24.570243,26.795013,25.37088,25.556896,27.851919,26.763354,34.9254,35.479963,28.158584,26.956301,26.602746,24.109175
02-12-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,23.196035,23.105013,,24.779145,23.793012,22.234954,25.241651,27.914778,33.419252,32.61903,30.717636,27.371058,30.199102,35.276377,29.214761,27.89854,28.436671,28.947012,32.446925,46.732486,43.161682,41.128749,38.357787,33.433461,29.840855
11-14-2014,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,27.281455,26.554418,,26.905233,26.509233,26.9199,27.709234,30.220242,35.679546,35.212818,35.265544,36.454789,37.397159,34.880226,36.268863,37.238434,37.739086,35.005619,63.953092,57.86485,43.581041,37.812493,31.950997,32.750418,34.627752
11-15-2014,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,36.794374,33.00024,,32.642196,32.965989,33.448108,34.333767,32.366004,33.234167,34.224508,33.860047,31.526373,27.654032,28.411869,28.15615,26.50781,27.357573,29.82744,37.987278,34.212507,33.994803,33.039203,32.580685,31.873796,28.256092
11-16-2014,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,28.37824,26.275944,,25.86593,25.468552,25.547752,26.359752,25.35768,26.120744,28.669322,28.920166,29.286388,29.019352,29.660759,28.86993,30.001515,30.542967,56.348988,37.978554,33.370463,34.18984,29.621189,27.950255,25.761203,26.124062
11-17-2014,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,25.586596,24.18421,,23.788550999999998,23.177146,24.228581,26.425323,27.535102,38.937906,32.076581,47.047296,40.350628,30.397607,24.522584,30.738289,27.664658,29.271902,39.362063,46.548414,46.359959,50.498944,39.284902,31.998568,28.721856,26.692271
11-18-2014,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,27.161397,23.373613,,24.357162,25.672455,26.82797,29.1171,28.225626,31.741621,34.151754,38.005266,63.828465,39.807584,36.624671,51.224124,39.315006,42.413309,53.811738,66.731038,61.317154,69.235956,80.312078,61.349065,31.447776,32.533887
11-19-2014,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,33.848852,36.793653,,26.058024,32.830463,30.743208,41.70625,42.338063,44.543453,46.387193,47.711308,27.248114,30.853744,37.686375,32.443088,35.662074,35.082165,41.553224,47.636661,46.187319,37.396645,46.549643,46.924566,29.829945,27.832137
11-20-2014,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,28.391812,26.466106,,25.176579,26.43107,23.368591,21.032067,34.371083,47.638063,46.351438,44.65184,36.507689,36.745446,37.501501,34.51243,30.667353,30.696582,35.023724,49.34463,39.936332,43.319058,41.179903,43.129687,33.811309,29.708479
04-18-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,24.688982,-25.813577,,14.186241,22.531826,22.151012,0.220895,18.175013,-76.190416,52.852113,29.798213,27.456451,24.236598999999998,24.752125,27.884007,28.137681,26.979458,36.360733,32.507635,25.873338,25.147561,27.323161,29.598095,24.928983,21.555086
04-19-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,16.754833,14.178551,,14.011232,8.220295,-0.696765,0.357545,6.662904,3.807517,13.575359,70.824882,21.152818,22.674848,21.916656,22.909604,23.685174,22.692671,25.511827,25.84236,25.94436,39.845932,32.036924,26.169204,22.546419,19.590122
04-20-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,17.219247,16.316255,,15.789307,10.567172,8.841256,1.564654,-5.837162,5.63994,21.184022,24.018688,24.888718,23.489769,18.979932,15.376259,23.099907,24.185518,20.927681,16.459235,19.62482,18.513738,28.712499,26.703339,24.099116,18.545633
04-21-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,7.123809,15.04261,,-2.36,-0.890755,-4.24117,2.802194,21.906997,23.548034,28.142346,25.073013,25.357695,23.306865,18.316019,16.446004,22.824198,24.802686,23.215738,23.089175,12.849129,14.715326,38.305564,32.713502,23.740731,21.097293
04-22-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,18.350552,23.724568,,15.578463,15.497323,15.378492,21.411248,54.063922,27.813552,28.453725,29.284605,28.058562,34.835031,30.32985,21.602542,23.410496,18.675742,24.43626,26.922646,25.826363,16.840483,41.242766,36.517192,27.852051,23.542494
04-23-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,19.705664,22.077278,,17.733885,19.910493,22.771515,28.988006,46.54989,29.980021,26.20989,32.432302,30.022301,28.478746,24.092776,28.007472,26.90959,26.370376,26.314568,26.534228,25.927828,24.611324,44.554825,42.368764,29.134525,23.158094
04-24-2015,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,20.061945,20.285189,,19.633322,15.334167,11.348507,9.233692,13.017056,36.604838,26.835475,29.964332,26.938436,26.58974,24.055517,18.418315,23.82291,21.987516,19.320094,13.948228,20.592197,25.84324,25.431739,27.518006,22.644128,24.778614
10-11-2014,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,28.344521,29.096625,,24.82378,26.256447,24.418402,26.743588,29.854951,58.916123,40.161321,81.942435,53.936522,47.904995,73.481055,35.371691,37.368313,29.870284,35.745929,33.463158,40.511737,113.539432,35.291884,42.41027,31.861218,25.14781
10-12-2014,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,24.117543,23.721943,,23.36055,22.808609,22.54935,23.473306,24.99901,24.974759,20.398487,28.156255,28.419899,28.419276,27.536136,27.083869,26.283143,25.684091,26.428743,27.60341,30.746847,42.384951,31.539231,30.834979,28.218505,24.374194
10-13-2014,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,24.407157,23.16012,,22.939957,22.881705,23.933068,27.56224,31.614551,66.928732,36.578994,61.477174,40.586018,39.766832,39.649633,44.776271,34.915115,23.846183,41.672984,33.589125,41.144593,45.012186,30.851301,31.99536,36.993723,28.302139
10-14-2014,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,34.615554,24.52987,,23.917173,23.520388,24.114759,32.14009,48.147805,52.588761,58.443233,41.347026,49.890686,37.634522,60.700943,48.025245,41.18328,40.251674,33.914909,36.636208,36.844922,35.89501,37.765964,37.757627,30.088326,28.672715
10-15-2014,0,null,33092313,CHICAGO HUB,AGGREGATE,TotalLMP,24.086374,24.667781,,24.004892,27.353539,26.356536,37.675068,72.336023,56.483089,43.88682,52.041346,43.667071,47.516923,99.448071,79.149357,30.741323,31.986033,36.707515,40.491116,38.016834,72.343411,81.556211,35.128445,29.360639,27.27735
